type,id,text,data
student,Sharleen,"sharleen,charlene,shar,charlie","sex=female,b=1,a=2,k=3,t=4,u=3,color=#b1233c,seat=0,"
student,Jazmin,"jazmin,jazz,jasmine,jasmina","sex=female,b=1,a=2,k=3,t=4,u=3,color=#076290,seat=1,"
student,Luis,"luis,louise,lewis,louis,louie,lou,lew","sex=male,b=1,a=2,k=3,t=4,u=3,color=#e26d33,seat=2,"
student,Farrah,"farrah,farah,ferel,feral,farrell,sara,sarah,tara,pharaoh,fair","sex=female,b=1,a=2,k=3,t=4,u=3,color=#9b4286,seat=3,"
student,Chris,"chris,crisp,christ","sex=male,b=1,a=2,k=3,t=4,u=3,color=#b1233c,seat=4,"
student,Oliver,"oliver,liver","sex=male,b=1,a=2,k=3,t=4,u=3,color=#734325,seat=5,",
student,Class,"everybody,everyone,anybody,anyone,team,u-haul,uhaul,you all,guys,kids,y'all,class,group,children,friends","sex=choral,b=1,a=2,k=3,t=4,u=3,color=#cccccc,seat=0,",,,,,,,,,,,
session,data,"trt=3240,"
string,multi,"Start,Explain,Question,Discover,Reflect	"
string,variance,"Belonging,Academic,Knowledge,Thinking										"
seat,0,"x=250,y=125,z=0,r=-25,"
seat,1,"x=150,y=100,z=0,r=-15,																							"
seat,2,"x=50,y=75,z=0,r=-5,"
seat,3,"x=-50,y=75,z=0,r=5,"
seat,4,"x=-150,y=100,z=0,r=15,"
seat,5,"x=-250,y=125,z=0,r=25,"
seat,6,"x=-200,y=-100,z=0,r=0,"
seat,7,"x=-100,y=-100,z=0,r=0,"
seat,8,"x=0,y=-100,z=0,r=0,"
seat,9,"x=250,y=-100,z=0,r=30,"

resource,Student Variance - Discover Student Thinking,assets/variance4.pdf
resource,On Students' Desks,assets/desks4.pdf
resource,Overview - Discover Student Thinking,assets/thinking4.pdf

action,sleep,"sleep,snooze"
action,headCenter,"eyes front,head center"
action,headRight,head right
action,headLeft,head left
action,headUp,"head up,raise head,raise your head"
action,headDown,"head down,look down,lower head,lower your head"
action,headRight,"head right,head to the right"
action,fidgetStop,"stop fidget,stop squirm"
action,fidget,fidget
action,armDown,"arm down,hand down,arms down,hands down"
action,armUp,"arm up,hand up,arms up,hands up"
action,nodNo,"nod no,disagree"
action,nodYes,"nod yes,agree"
action,standUp,"stand,stand up,rise"
action,sit,"setup,sit down,sit up,wake up"
action,twistRight,"twist right,spin right,turn right"
action,twistLeft,"twist left,spin left,turn left"
action,write,"write,right,rite"
action,wave,wave
action,wave2,interrupt
action,pair,"pair,pare,pier,pear"
action,read,"read,reed,red,re-read,reread"
action,breathe,breathe

keyrule,600,high|hi|hello|howdy|hey|hay|welcome|greetings|howdy-do|audi|howdy
keyrule,600,"nice|good|great,to,see|meet"
keyrule,600,"how,are,you"
keyrule,600,"good,morning|afternoon|evening|day"

keyrule,ANDYOU,"how|what,about,you"
keyrule,ANDYOU,"lets|let's,hear,from"
keyrule,1101,"2,\+|plus|and,2"

picture,Welcome,assets/demoWelcome.png
picture,Guiding Questiion,assets/loc1when.png
picture,Student Responses 1,assets/loc1Remarks1.png
picture,Student Responses 2,assets/loc1Remarks2.png
picture,Clarifying Questiuons,assets/loc1Deep1.png
picture,Reflecting Back,assets/loc1Deep2.png
picture,Noticing Details,assets/DrawTruth.png

movie,Sojourner's Activities,https://www.youtube.com/embed/eNofqcdRYgE?si=f_SfyTDtZXtBv4yG
movie,The Truth is Powerful,https://player.vimeo.com/video/953664260?h=b04632be2f&amp;badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
movie,Grace demo,https://www.youtube.com/embed/7Gc4ZCH6OZc?si=dcQNSQ9CsYvlw2P9 

varlabels,data,"Accurate,Language,Careful,Reflect"
session,data,"trt=324,endpoll=poll4,endurl=https://agileteacherlab.org/practice-library,"
aimodel,wit,4XRYT-X-245DCKOI64-X-7DEFUBZ3P-X-G6KOGZCI
trigger,time,"who=Luis,when=.5,do=say:Welcome teacher, we're glad that you're here today.+var:1,2,3,4,5+act:interrupt"
trigger,time,"who=Jazmin,when=6,do=say:In the next six minutes, we are going to give you a tour of our classroom+var:1,2,3,4,5+act:interrupt"
trigger,time,"who=Chris,when=11,do=say:and we will answer the question on the board. When was this photograph taken?+var:1,2,3,4,5"
trigger,time,"who=Farrah,when=13,do=Our responses will help you learn more about our thinking+var:1,2,3,4,5"
trigger,time,"who=Luis,when=15,do=say:Before we get started let's take a couple deep breaths together.+var:1,2,3,4,5+act:interrupt"
trigger,time,"who=Farrah,when=19,do=say:Breathe in through your nose, hold your breath, now breathe out. Go ahead and take another breath. Breathing helps us relax and learn from our practice.+var:1,2,3,4,5+act:interrupt"
trigger,time,"who=Chris,when=23,do=act:breathe"
trigger,time,"who=Farrah,when=28,do=act:breathe"
trigger,time,"who=Luis,when=23,do=act:breathe"
trigger,time,"who=Jazmin,when=23,do=act:breathe"
trigger,time,"who=Oliver,when=23,do=act:breathe"
trigger,time,"who=Sharleen,when=23,do=act:breathe"
trigger,time,"who=Jazmin,when=34,do=say:Teacher, Click on the pencil icon on the toolbar and circle details in the image that may tell you when the photograph was taken.+var:1,2,3,4,5+act:interrupt+slide:0TruthPic+camera:0,150,500,0,0,0,0,0+var:1,2,3,4,5+act:interrupt"
trigger,time,"who=Luis,when=55,do=say:Thanks teacher, we can see your ideas about when this photograph was taken, now we'd like to share our ideas.+var:1,2,3,4,5+close:blackboard",
trigger,time,"who=Farrah,when=64,do=say:We'd like to show you our Domino Discover routine - today we will each share our name and when we think the photograph was taken.+var:1,2,3,4,5"
trigger,time,"who=Oliver,when=74,do=say:I'm Oliver, It looks like it was taken a long time ago.+var:1,2,3,4,5+act:interrupt"
trigger,time,"who=Chris,when=79,do=say:I'm Chris, You can see she's dressed the way people were during slavery time.+var:1,2,3,4,5+act:interrupt"
trigger,time,"who=Farrah,when=85,do=say:I'm Farrah, Maybe in the olden days?+var:1,2,3,4,5+act:interrupt"
trigger,time,"who=Luis,when=90,do=say:I'm Luis, The title underneath says Sojourner Truth. She was alive hundreds of years ago.+var:1,2,3,4,5"
trigger,time,"who=Farrah,when=108,do=say:Look on the blackboard. You can see the answers that we just shared.+var:1,2,3,4,5+act:interrupt+slide:0Remarks1+slide:1Remarks2"
trigger,time,"who=Chris,when=116,do=say:Ask us about our answers by pressing the space bar and asking us the clarifying question, What makes you say that? or ask us to tell you about the details we see.+var:1,2,3,4,5+act:interrupt+slide:Deep+slide:0Deep1"
trigger,time,"who=Oliver,when=125,do=say:You can reflect back what you heard us say in our responses with a statement that starts with ""You noticed"", or ""You are bringing""+var:1,2,3,4,5+act:interrupt+slide:0Question1+slide:1Deep2"
